Labels,URLs,Domain,URL_Length,Domain_L ength,URL_depth,URL_atSymbol,URL_IP,URL_HTTPS,URL_DomainHTTP,URL_RedirectPosition,URL_HyphenInDomain,URL_DotsNo,URL_NonASCHII,URL_Digits,HTMLJS_Features
1,https://koshiki-roguinamazn.myvnc.com/L5sMnlT,koshiki-roguinamazn.myvnc.com,0,1,0,0,0,0,0,0,1,-1,0,0,0
0,https://cms.tournet.com/Vendor_subscriptions/Subscriptions.html,cms.tournet.com,1,-1,-1,0,0,0,0,0,0,-1,0,0,0
1,http://banking.sparkasse.de-id1897ajjes9021ucnds2130213454345b0juah104zb1092uhda.xyz/spkk/,banking.sparkasse.de-id1897ajjes9021ucnds2130213454345b0juah104zb1092uhda.xyz,1,1,-1,0,0,1,0,1,1,1,0,1,0
0,https://www.vptrend.cz/kategorie_vyplni/020-klasicke/,vptrend.cz,-1,0,1,0,0,0,0,0,0,0,0,-1,1
0,https://gruppovis.it/landing-page/ford-kuga-plug-in-hybrid/,gruppovis.it,-1,0,1,0,0,0,0,0,0,0,0,0,0
1,https://clouddoc-authorize.firebaseapp.com/...xxx........./......,clouddoc-authorize.firebaseapp.com,1,1,-1,0,0,0,0,0,1,-1,0,0,1
1,http://demo.bradescocontrol.vertitecnologia.com.br/usuarios/sign_in,demo.bradescocontrol.vertitecnologia.com.br,1,1,-1,0,0,1,0,1,0,1,0,0,1
0,https://www.jetair.co.uk/aircraft-charter/oil-gas-marine/crew-rotation-charters,jetair.co.uk,1,0,1,0,0,0,0,0,0,-1,0,0,1
1,https://ip-72-167-35-191.ip.secureserver.net/SWISS/b1fcf79f9e74cf0d040b2192800da433/,ip-72-167-35-191.ip.secureserver.net,1,1,1,0,0,0,0,0,1,1,0,1,0
1,http://vetec-eu.net/bper/proces.php,vetec-eu.net,0,0,-1,0,0,1,0,1,1,0,0,0,0
1,https://switch.com.kw/.kw/,switch.com.kw,0,-1,-1,0,0,0,0,0,0,-1,0,0,1
1,https://olx.pl.oferta-payment.works/get/?id=47321339,olx.pl.oferta-payment.works,-1,1,-1,0,0,0,0,0,1,1,0,1,0
1,http://ht.ly/dBqF30qSyYt,ht.ly,0,1,0,0,0,1,0,1,0,0,0,0,1
1,https://whitefordkenworth-my.sharepoint.com/personal/bwalters_lglk_com/_layouts/15/Doc.aspx?sourcedoc={1d96cb1e-0031-41b8-8774-24bb2f7c4caa}&amp;action=default&amp;slrid=9ebb659f-7054-a000-b19b-7cb962889fc8&amp;originalPath=aHR0cHM6Ly93aGl0ZWZvcmRrZW53b3J0aC1teS5zaGFyZXBvaW50LmNvbS86bzovZy9wZXJzb25hbC9id2FsdGVyc19sZ2xrX2NvbS9FaDdMbGgweEFMaEJoM1FrdXk5OFRLb0JPN09POGhoXzd0dFZFcW56WWR1YkNBP3J0aW1lPVN3cWtEVjhuMkVn&amp;cid=2ae6d679-a1b4-4b0f-a76a-46e32d437c42,whitefordkenworth-my.sharepoint.com,1,1,1,0,0,0,0,0,1,-1,0,1,0
0,https://www.jillyclark.com/background.html,jillyclark.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
1,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email?????????????????????????????????????????????????????????????????protected]tageapp.com/-/www.paypal.com/cgi-bin/,email302.com,1,0,1,0,0,1,0,1,0,0,0,1,0
1,http://www.formbuddy.com/cgi-bin/formdisp.pl?u=Twice&amp;f=LLM,formbuddy.com,1,-1,-1,0,0,1,0,1,0,0,0,0,1
0,https://www.portofbrownsville.com/about/harbor-master-office/,portofbrownsville.com,1,1,1,0,0,0,0,0,0,0,0,0,1
1,https://buildingcorp.com.au/wp-admin/ty/,buildingcorp.com.au,0,1,1,0,0,0,0,0,0,-1,0,0,0
1,https://www.onlineservicefree.club/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/-2TxMqcOA-OhcCJ61bO8_oiYnK4c3EHuOvQ-HFC6T5E,onlineservicefree.club,1,1,1,0,0,0,0,0,0,0,0,1,1
0,https://www.anvitrade.cz/images/fb.svg,anvitrade.cz,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,https://www.cabreraauto.com/new-cadillac-xt6-arecibo-pr,cabreraauto.com,-1,-1,0,0,0,0,0,0,0,0,0,0,1
0,http://cooperwalinski.com/2021/01/22/3-types-of-fitness-programs-for-patients-with-severe-lower-limb-arthritis/,cooperwalinski.com,1,-1,1,0,0,1,0,1,0,0,0,1,0
1,https://olx.pl-getpost.work/confirmation/payout/650927241,olx.pl-getpost.work,-1,1,1,0,0,0,0,0,1,-1,0,1,0
0,https://www.gyropalacemerrick.com/assets/favicon/safari-pinned-tab-c09e97d664f82a07a74ebf57eb221d2d1fbf46a3d53345d334f06825f9349d2f.svg,gyropalacemerrick.com,1,1,1,0,0,0,0,0,0,0,0,1,1
1,https://signinlogin007.wixsite.com/my-site,signinlogin007.wixsite.com,0,1,0,0,0,0,0,0,0,-1,0,-1,0
0,https://www.airsprung-group.co.uk/,airsprung-group.co.uk,0,1,0,0,0,0,0,0,1,-1,0,0,1
0,https://www.akvalis.com/services/sajtfon/,akvalis.com,0,0,1,0,0,0,0,0,0,0,0,0,0
1,https://info-dati-riepilogo.000webhostapp.com/,info-dati-riepilogo.000webhostapp.com,0,1,0,0,0,0,0,0,1,-1,0,-1,0
1,http://update.amazon.shopppy.xyz/mobile/homepage/,update.amazon.shopppy.xyz,-1,1,1,0,0,1,0,1,0,1,0,0,0
0,https://www.capdrill.com/services/exploration-drilling,capdrill.com,-1,0,-1,0,0,0,0,0,0,0,0,0,1
1,http://dhi.it/tlajiqfe/ygffbfbq.html?mejlnyzcabb.php?qme2,dhi.it,-1,1,-1,0,0,1,0,1,0,0,0,0,0
0,https://www.wcloudus.com/about-white-cloud.html,wcloudus.com,0,0,0,0,0,0,0,0,0,0,0,0,1
1,http://timeline-1242785355.surfshop.ma/connect.html,timeline-1242785355.surfshop.ma,-1,1,0,0,0,1,0,1,1,-1,0,1,0
0,https://www.oade.com/Tapers_Section/faq-mic.html,oade.com,0,0,-1,0,0,0,0,0,0,0,0,0,1
0,https://www.sapphirek12.com/software/learning-management-system/,sapphirek12.com,1,-1,1,0,0,0,0,0,0,0,0,0,0
1,http://globalskillspark.com/put//alldomain/alldomain/index.php?email=a@b.com,globalskillspark.com,1,1,1,1,0,1,0,1,0,0,0,0,1
0,https://www.philipwilliams.co.uk/Home,philipwilliams.co.uk,0,1,0,0,0,0,0,0,0,-1,0,0,1
0,https://www.msctrustgate.com/IDCenter.php,msctrustgate.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
0,https://www.gamma-service.it/news/,gamma-service.it,0,-1,-1,0,0,0,0,0,1,0,0,0,1
1,https://situs-pemulihan05.webnode.com/,situs-pemulihan05.webnode.com,0,1,0,0,0,0,0,0,1,-1,0,0,0
0,https://www.afxindustries.com/,afxindustries.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
0,https://www.proclinical.com/about-proclinical,proclinical.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
1,http://www.psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home/,psmkreditsyari.com,1,-1,1,0,0,1,0,1,0,0,0,0,0
0,https://www.ilandcloud.com/services/locations/,ilandcloud.com,0,-1,1,0,0,0,0,0,0,0,0,0,0
0,https://www.chardonnay.com/public-charters/champagne-brunch-charter/,chardonnay.com,1,-1,1,0,0,0,0,0,0,0,0,0,0
1,https://rotanterproclanic.live/wingdoughtmanter/mazon/fdefa,rotanterproclanic.live,-1,1,1,0,0,0,0,0,0,0,0,0,0
0,https://www.ldd.ca/real-estate,ldd.ca,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://versementpos.ddns.net/x 00 x/315c0/,versementpos.ddns.net,0,1,1,0,0,0,0,0,0,-1,0,1,0
1,http://amazon.jp.abaiinsurance.cn/,amazon.jp.abaiinsurance.cn,0,1,0,0,0,1,0,1,0,1,0,0,1
1,https://loghomesnetwork.com/general/www.breeid.fr-pointcheck.secre.region-departement/d738b/index.php,loghomesnetwork.com,1,1,1,0,0,0,0,0,0,0,0,-1,0
0,https://www.paragonsports.com/products/radical-mp-graphene-360,paragonsports.com,1,-1,-1,0,0,0,0,0,0,0,0,-1,0
1,https://fbtimeline-zs960e8oa.villalarnia.org/connect.html?timelimit=4365890f71b29bf94b7fbba8bf7f9cf2,fbtimeline-zs960e8oa.villalarnia.org,1,1,0,0,0,0,0,0,1,-1,0,1,0
0,https://www.fux-eg.org/kontakt/,fux-eg.org,0,0,-1,0,0,0,0,0,1,0,0,0,1
1,https://globert.be/labanqueposale-login-secure/8cc5c/,globert.be,-1,0,1,0,0,0,0,0,0,0,0,0,0
1,https://gajanandvalves.com/.nabau/nab/login.php?,gajanandvalves.com,0,-1,1,0,0,0,0,0,0,0,0,0,0
1,https://olx.pl.reg-bertu.pw/cash92215284,olx.pl.reg-bertu.pw,0,1,0,0,0,0,0,0,1,1,0,1,0
1,https://online.personalbanking.newappaccess-review.link/Login.php,online.personalbanking.newappaccess-review.link,1,1,0,0,0,0,0,0,1,1,0,0,0
0,https://www.readysetauction.com/policies/privacy-security/,readysetauction.com,-1,1,1,0,0,0,0,0,0,0,0,0,1
1,https://docsharex-authorize.firebaseapp.com/common,docsharex-authorize.firebaseapp.com,-1,1,0,0,0,0,0,0,1,-1,0,0,1
1,https://webmaillapostemail.wixsite.com/my-site,webmaillapostemail.wixsite.com,0,1,0,0,0,0,0,0,0,-1,0,0,0
0,https://www.aegisliving.com/services/memory-care/,aegisliving.com,-1,-1,1,0,0,0,0,0,0,0,0,0,1
1,https://lacie_killin.gitlab.io/jnxcjkxnvkjcxvhfbdn-cxrvfd/4588.html,lacie_killin.gitlab.io,1,1,-1,0,0,0,0,0,0,-1,0,-1,0
0,https://www.portopia.co.jp/convention/,portopia.co.jp,0,-1,-1,0,0,0,0,0,0,-1,0,0,1
0,https://www.ciktrb.ru/projects/28/,ciktrb.ru,0,0,1,0,0,0,0,0,0,0,0,0,0
1,https://yonoauctionmarttz.com/error/,yonoauctionmarttz.com,0,1,-1,0,0,0,0,0,0,0,0,0,1
1,http://51jianli.cn/images?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index,51jianli.cn,1,0,1,0,0,1,0,1,0,0,0,-1,0
1,https://rakuten.email-styleup.com/l,rakuten.email-styleup.com,0,1,0,0,0,0,0,0,1,-1,0,0,0
1,http://bicicentroslezama.com/EJERCICIO/2050X/myaccount_done.htm,bicicentroslezama.com,1,1,1,0,0,1,0,1,0,0,0,-1,0
0,https://www.4129.net/higashiyama/menu,4129.net,0,0,-1,0,0,0,0,0,0,0,0,-1,1
0,https://medicaldatamgt.com/services.aspx,medicaldatamgt.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
0,https://www.alfa.com.mx/RI/presentaciones.htm,alfa.com.mx,0,0,-1,0,0,0,0,0,0,-1,0,0,0
0,https://crespeldeitersgroup.com/de/feed/,crespeldeitersgroup.com,0,1,1,0,0,0,0,0,0,0,0,0,1
1,https://solvelarge.com/OneDrive/latest-onedrive/,solvelarge.com,0,-1,1,0,0,0,0,0,0,0,0,0,0
1,http://marketvit.by/wp-content/languages/cyberstore/webaccess/6cebb2fe1387e91096dedca2dd7625cd/,marketvit.by,1,0,1,0,0,1,0,1,0,0,0,1,0
0,https://www.gmfcapital.com/site/templates/assets/img/icons/manifest.json,gmfcapital.com,1,-1,1,0,0,0,0,0,0,0,0,0,0
0,https://www.pumori.ru/factory/,pumori.ru,0,0,-1,0,0,0,0,0,0,0,0,0,1
0,https://www.keybase.com/index.php/contact-us/ask-a-question,keybase.com,-1,0,1,0,0,0,0,0,0,0,0,0,1
0,https://www.dagrofa-logistik.dk/om-os/historie/,dagrofa-logistik.dk,0,1,1,0,0,0,0,0,1,0,0,0,1
1,http://s.alchemer.com/s3/2023-device-protection#richard@legalshield.com,s.alchemer.com,1,-1,-1,1,0,1,0,1,0,-1,0,1,0
0,https://www.drrich.net/airplay-chart/,drrich.net,0,0,-1,0,0,0,0,0,0,0,0,0,0
1,https://clouddoc-authorize.firebaseapp.com/...xxx.........,clouddoc-authorize.firebaseapp.com,-1,1,0,0,0,0,0,0,1,-1,0,0,1
0,https://www.kuhnen-wacker.com/,kuhnen-wacker.com,0,-1,0,0,0,0,0,0,1,0,0,0,1
0,https://www.uni-techno.co.jp/activity.html,uni-techno.co.jp,0,-1,0,0,0,0,0,0,1,-1,0,0,1
0,https://www.artvision.com.gr/blog/services/video-gia-xrisi-sto-diadiktuo/,artvision.com.gr,1,-1,1,0,0,0,0,0,0,-1,0,0,0
1,http://sumairakhanray.org/fe900,sumairakhanray.org,0,-1,0,0,0,1,0,1,0,0,0,-1,0
0,https://www.espinozatreeservice.net/contact,espinozatreeservice.net,0,1,0,0,0,0,0,0,0,0,0,0,1
1,http://interactive.uk.net/homes/DROPBOX/DROPBOX/dbox (2)/vinc,interactive.uk.net,1,-1,1,0,0,1,0,1,0,-1,0,0,0
0,https://www.libra.com.mx/PuntodeVenta,libra.com.mx,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,http://new.aya1.go.th/pic/message/-/https/Documento-N8121002/cuenta/clients/cc.php?verification,new.aya1.go.th,1,-1,1,0,0,1,0,1,0,1,0,1,0
1,https://552204.selcdn.ru/irninsde/iron4iton.html,552204.selcdn.ru,0,-1,-1,0,0,0,0,0,0,-1,0,1,0
0,https://www.allinteractive.com.au/facilities/,allinteractive.com.au,0,1,-1,0,0,0,0,0,0,-1,0,0,1
1,http://clamfreenewold.duckdns.org/,clamfreenewold.duckdns.org,0,1,0,0,0,1,0,1,0,-1,0,0,1
0,https://www.csgm.si/delavci-oe-ze/,csgm.si,0,0,-1,0,0,0,0,0,0,0,0,0,1
0,https://www.gosmallbiz.com/,gosmallbiz.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
1,http://ww2.activartusoperacionesenlinea.zonasegurabeta.com.pe.vegam.co,,1,-1,0,0,0,1,0,1,0,-1,0,0,1
1,https://olx.pl.pay-myitem.pw/unlock20176595,olx.pl.pay-myitem.pw,0,1,0,0,0,0,0,0,1,1,0,1,0
1,https://vodafone.paying-accounts.com/account/index?a=2,vodafone.paying-accounts.com,-1,1,-1,0,0,0,0,0,1,-1,0,0,0
1,https://amazonjapanapprove.ml/mobile,amazonjapanapprove.ml,0,1,0,0,0,0,0,0,0,0,0,0,0
0,https://www.sterncassello.com/links.html,sterncassello.com,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,https://www.datacomsystems.com/solutions-for-manufacturing/,datacomsystems.com,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
1,https://www.sharestion.com/eur/login?id=aVJjQlJ3c3V1VDRiSFNGL2JqM05paVl6RXJPMEJ1WXpRejk1Q3NBSENUS3ZURnFROEJ3R29ETzA1VmxNbHIwVFFTS0tJK2JXd0JGTFh5ck44Z2pRVHo5Rk1RSysrSnhxaEI4R2JlL3JLL2tMNVhYMXVvQTJ3UjF4ZjU5b2NOWnQ4dVVOdjVSWGJPcEFvdGw5MDFBZmRPeGJUa295eWNYWm5aQzFtTHlPMmFSZmdrVHNyeThibVhMK2JUc0ZyRnFTTlpheENLQkR4OSs3cXNYUjEzUHFuSFc2N0pKUEtRdElzUDZYQ1RkbEJDRHRRNXJPTUU4MVBTMjdPV1NlU0dsdXN3WmhzaTRJVkdpTms1d0I4SVB2c2x6b1l1ZCtBQnB1Y3RXaDhZUnF2YUdXNXhyNEd0QlRsVTRmcHZtdDh0ZzE,sharestion.com,1,-1,-1,0,0,0,0,0,0,0,0,1,0
0,https://www.cosentinos.com/our-story,cosentinos.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
1,http://174.138.36.47/banks/ATB/confirm.html,174.138.36.47,0,-1,1,0,0,1,0,1,0,1,0,1,0
0,https://www.milehichurch.org/watch/,milehichurch.org,0,-1,-1,0,0,0,0,0,0,0,0,0,1
0,https://www.chubu-gu.ac.jp/,chubu-gu.ac.jp,0,-1,0,0,0,0,0,0,1,-1,0,0,1
1,http://pxonydy.ml/pay/checkout,pxonydy.ml,0,0,-1,0,0,1,0,1,0,0,0,0,0
1,http://coinly.cz/mkbbssl/54b595ca4a68517eb4767adfd6b2fe1f/,coinly.cz,-1,0,1,0,0,1,0,1,0,0,0,1,0
1,https://main.d3m1onvz6klva1.amplifyapp.com/index.html#jeffsearson@prepaidlegal.com,main.d3m1onvz6klva1.amplifyapp.com,1,1,0,1,0,0,0,0,0,1,0,-1,0
0,https://www.neuromics.com/,neuromics.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
0,https://res.cloudinary.com/iconcdn/image/upload/q_auto/nordictrack.com/cdn/images/icons/icn_cart.svg,res.cloudinary.com,1,-1,1,0,0,0,0,0,0,-1,0,0,1
1,https://54-224-205-117.cprapid.com/img/,54-224-205-117.cprapid.com,0,1,-1,0,0,0,0,0,1,-1,0,1,0
0,https://www.identigraphix.com/services/variable-data.html,identigraphix.com,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
0,https://www.ktng.com/vision,ktng.com,0,0,0,0,0,0,0,0,0,0,0,0,1
1,https://oliverconstructionmt.com/804c17b7243b6eb72528c87374b8faa3/verify.php?country_x=-&amp;ACCT_x=ID-PPL=PA324191.96.83.244=ScrPg=69a80b02e3fd6e11b47fa1c507ac1c7eb22f1933e618b349961b64843a434df6S=$1$9csuEYD9$5Rg9WZvDyVMDbMZoLevGG0PCwBWHpcXbdm8ozsMR60nrGOe4yFhgqjNkQYxivK3E7T529VDfZLS1aIlAuUtJau6EV1fHBiRFkqwpK3rISztg4oQGl8LDy2Cv0emcxPYAM7UhOZ5bjNndWJ9XsT19000363966,oliverconstructionmt.com,1,1,-1,0,0,0,0,0,0,0,0,1,0
1,https://hm.ru/Buu5Sn,hm.ru,0,1,0,0,0,0,0,0,0,0,0,0,0
0,https://www.edelman.com/work,edelman.com,0,0,0,0,0,0,0,0,0,0,0,0,1
1,http://hasmob.com/other/alibaba.com/Login.htm,hasmob.com,0,0,1,0,0,1,0,1,0,0,0,0,1
1,http://hkretailconcepts.net/Ymc5I/office,hkretailconcepts.net,0,1,-1,0,0,1,0,1,0,0,0,0,0
0,https://www.dumouchelle.com/Contact,dumouchelle.com,0,-1,0,0,0,0,0,0,0,0,0,0,1
1,http://hyasozozadr5hdg.ygto.com/sitemap_44959.xml,hyasozozadr5hdg.ygto.com,-1,1,0,0,0,1,0,1,0,-1,0,1,0
0,https://www.conectaw.com.br/planos.php,conectaw.com.br,0,-1,0,0,0,0,0,0,0,-1,0,0,0
1,https://amazomdsfhsdgfhjxx.xyz/,amazomdsfhsdgfhjxx.xyz,0,1,0,0,0,0,0,0,0,0,0,0,0
0,https://www.hc-labo.co.jp/pdf_nav/namemeaning_3/,hc-labo.co.jp,0,-1,1,0,0,0,0,0,1,-1,0,0,1
0,https://www.iksoris.pl/nasze-realizacje.html,iksoris.pl,0,0,0,0,0,0,0,0,0,0,0,0,0
1,https://paypal.me.holdpaystatic.shop/connexion,paypal.me.holdpaystatic.shop,0,1,0,0,0,0,0,0,0,1,0,0,0
1,http://bit.do/dhl-expres,bit.do,0,1,0,0,0,1,0,1,0,0,0,0,1
0,https://www.zzsol.cz/nase-sluzby/projekty,zzsol.cz,0,0,-1,0,0,0,0,0,0,0,0,0,1
1,https://you-speak.com.ua/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBjFC*rdXFTCHyigJNUHgvHFCdgJHVIFcdRXDftc,you-speak.com.ua,1,-1,0,0,0,0,0,0,1,-1,0,0,0
